0.000,532.655,542.838,549.295,559.026,568.633,575.306,583.894,594.817,601.406,612.184,619.580,627.557,635.724,644.329,654.340,662.933,679.766,689.535,699.250,705.858,709.365,773.831,782.933,791.435,807.550,817.017,826.554,835.585,842.954,851.994,862.354,871.785,878.205,887.955,896.622,903.006,915.224,922.345,933.454,941.018,947.611,967.867,974.015,991.541,0.000,0.000
0.000,533.085,543.254,549.735,559.488,569.067,575.782,584.466,595.125,601.938,612.490,619.916,627.750,636.109,644.784,654.878,663.354,680.275,689.987,699.726,706.418,710.106,774.403,783.513,792.095,808.249,817.652,827.185,836.268,843.499,852.674,862.991,872.602,878.747,888.339,897.265,903.742,915.807,922.890,933.760,941.919,948.792,968.316,974.492,992.458,0.000,0.000
0.000,533.502,543.674,550.240,559.914,569.498,576.236,584.956,595.494,602.518,613.056,620.517,628.577,636.645,645.263,655.359,664.011,680.826,690.547,700.222,706.830,710.739,775.044,784.172,792.815,808.865,818.237,827.784,836.952,844.201,853.390,863.643,873.225,879.472,888.956,897.975,904.231,916.431,923.915,933.875,942.950,950.057,968.868,975.166,993.255,0.000,0.000
0.000,533.925,544.159,550.713,560.337,569.948,576.729,585.463,595.988,602.935,613.615,621.156,629.290,637.105,645.681,655.907,664.398,681.433,691.032,700.758,707.433,711.165,775.640,784.846,793.447,809.685,818.905,828.484,837.723,844.715,853.995,864.289,873.840,880.196,889.794,898.581,905.268,917.427,924.750,933.850,943.643,950.517,969.810,977.894,994.007,0.000,0.000
0.000,534.374,544.622,551.163,560.763,570.389,577.225,586.266,596.508,603.364,614.144,621.592,629.078,637.638,646.258,656.453,665.002,681.945,691.653,701.307,708.145,711.629,776.203,785.479,794.188,810.224,819.626,829.146,838.242,845.497,854.761,864.976,874.664,880.860,890.261,899.411,906.029,918.158,925.268,934.219,944.223,950.939,971.375,978.535,994.683,0.000,0.000
0.000,534.879,545.144,551.624,561.227,570.881,577.752,586.565,597.167,603.876,614.314,622.078,630.039,638.237,646.755,657.121,665.570,682.533,692.361,701.882,708.828,712.098,776.935,786.254,794.851,811.037,820.297,830.005,838.566,846.086,855.465,865.736,875.276,881.733,891.012,900.164,906.672,918.785,926.006,934.921,945.201,951.567,972.346,979.044,995.378,0.000,0.000
0.000,535.372,545.622,552.202,561.732,571.391,578.324,587.127,597.879,604.366,614.672,622.910,629.812,638.744,647.325,657.786,666.161,683.204,693.001,702.543,709.549,712.988,777.515,786.890,795.631,811.738,821.076,830.658,839.220,847.042,856.284,866.424,876.351,882.408,892.048,900.889,907.754,919.817,927.245,0.000,946.289,953.747,973.018,979.576,996.151,590.004,962.216
0.000,535.888,546.255,552.791,562.357,571.888,578.938,588.076,598.402,605.020,615.317,623.394,630.686,639.428,647.916,658.439,666.832,683.819,693.660,703.193,710.142,713.740,778.394,787.683,796.452,812.533,821.888,831.571,839.868,847.706,857.040,867.172,876.990,883.452,892.816,901.875,908.492,920.742,927.883,0.000,947.000,954.338,973.636,980.119,997.096,591.016,962.912
0.000,536.499,546.842,553.395,563.038,572.471,579.542,588.144,599.005,605.653,615.634,624.154,0.000,640.228,648.589,659.188,667.610,684.561,694.210,703.897,710.985,714.365,779.361,788.522,797.325,813.468,822.773,832.412,840.557,848.733,858.134,868.111,878.065,884.268,894.058,902.718,909.585,921.529,928.669,0.000,947.647,954.877,974.382,980.839,998.403,592.156,963.532
0.000,537.148,547.439,554.063,563.748,573.103,580.257,0.000,599.644,606.382,616.158,624.864,0.000,641.001,649.263,659.985,668.225,685.392,695.061,704.607,711.868,0.000,780.334,789.421,798.227,814.402,823.774,833.289,841.765,849.852,859.237,869.042,878.686,885.405,894.777,903.815,910.634,922.852,930.176,0.000,949.330,955.895,975.775,983.568,999.581,592.846,964.479
0.000,537.877,548.081,554.772,564.375,573.803,581.005,0.000,600.440,607.274,616.367,625.733,0.000,641.695,650.095,660.801,668.848,686.229,695.969,705.499,0.000,0.000,781.208,790.316,799.212,815.379,824.779,834.277,842.552,850.678,860.155,869.963,879.967,886.310,896.017,904.881,911.650,923.708,930.953,0.000,950.417,958.041,977.704,984.803,1000.597,593.532,966.190
0.000,538.617,548.819,555.545,565.058,574.529,581.766,0.000,601.425,608.084,616.762,626.454,0.000,642.401,650.921,661.649,669.555,687.122,696.754,706.308,0.000,0.000,782.053,791.286,800.223,816.245,825.733,835.285,843.482,851.820,861.314,871.060,880.589,887.474,896.755,906.016,912.986,925.084,932.312,0.000,951.090,958.612,978.718,985.776,1001.800,593.937,967.166
0.000,539.359,549.672,556.340,565.715,575.261,582.640,0.000,602.127,609.003,619.362,627.325,0.000,643.186,651.791,662.541,670.286,687.967,697.782,707.242,0.000,0.000,782.926,792.305,801.220,817.318,826.769,836.297,844.611,853.072,862.465,871.998,881.812,888.458,898.124,907.112,914.105,926.078,933.501,0.000,952.443,959.225,979.586,986.630,1003.393,593.235,968.013
0.000,540.122,550.451,557.053,566.426,575.976,583.533,0.000,602.840,609.952,0.000,628.066,0.000,643.984,652.682,663.362,670.980,688.843,698.565,708.128,0.000,0.000,783.954,793.267,802.268,818.346,827.858,837.390,845.539,854.010,863.503,873.186,0.000,889.696,898.978,908.199,915.367,927.094,934.283,0.000,954.083,0.000,980.552,987.534,1004.723,592.704,969.082
