0.000,3331.902,2859.535,3626.003,3825.394,3661.796,3495.818,1538.380,1810.826,3226.050,2712.591,1739.523,1134.748,1731.981,2729.071,1732.533,2179.490,1871.478,1546.453,2051.058,1256.240,1185.530,1430.671,1640.247,1165.906,2449.758,3582.422,3639.050,1785.030,3266.715,3829.082,3089.710,3498.669,2510.641,2555.575,3865.013,2203.391,2525.843,3484.559,1560.109,2519.383,1958.860,1743.711,1423.651,1617.987,0.000,0.000
0.000,3323.691,2827.215,3634.532,3839.513,3610.206,3442.039,1502.589,1789.288,3237.720,2688.836,1667.915,1066.431,1706.485,2687.581,1720.714,2148.901,1859.446,1550.236,2026.094,1298.839,1175.707,1390.689,1583.751,1204.122,2450.709,3569.222,3479.670,1770.198,3390.521,3801.273,3033.666,3508.006,2572.824,2632.830,3832.701,2218.264,2484.075,3320.792,1593.729,2331.079,1812.608,1685.902,1341.315,1636.255,0.000,0.000
0.000,3361.425,2803.393,3620.323,3833.057,3557.028,3372.259,1477.224,1715.519,3284.439,2712.522,1585.314,1094.413,1735.616,2693.969,1690.348,2141.455,1808.819,1571.487,2039.394,1288.145,1174.947,1417.208,1560.680,1178.470,2447.497,3575.055,3542.943,1787.750,3284.581,3736.010,3027.809,3457.619,2521.573,2486.632,3815.097,2171.881,2389.877,3186.000,1554.011,2286.100,1903.924,1546.812,1259.978,1656.109,0.000,0.000
0.000,3350.431,2760.418,3625.006,3778.118,3426.958,3312.557,1446.860,1628.441,3270.922,2798.893,1564.340,1096.508,1733.061,2701.411,1647.963,2093.060,1763.462,1512.634,2031.242,1198.306,1142.067,1392.578,1535.005,1170.182,2413.110,3483.182,3415.816,1770.406,3359.290,3872.835,2996.514,3514.783,2531.112,2464.401,3731.586,2110.240,2282.644,3384.168,1481.639,2340.698,1969.472,1377.511,1241.600,1651.708,0.000,0.000
0.000,3357.191,2740.327,3628.035,3781.865,3379.325,3280.234,1403.512,1562.873,3231.900,2811.923,1530.614,1039.766,1745.511,2610.836,1625.765,2051.954,1738.899,1450.118,2044.693,1145.521,1128.306,1412.206,1570.023,1145.382,2423.487,3456.148,3417.425,1782.440,3249.456,3739.948,2967.079,3395.064,2545.033,2520.402,3645.738,2185.743,2318.066,3435.848,1488.641,2310.396,1887.631,1347.306,1290.643,1634.305,0.000,0.000
0.000,3407.089,2727.904,3619.344,3722.907,3318.273,3204.124,1380.397,1493.407,3291.046,2762.722,1452.818,1055.614,1759.213,2521.873,1615.669,2025.461,1704.200,1486.804,1968.683,1127.821,1079.437,1396.269,1535.029,1094.151,2443.375,3424.375,3365.334,1748.734,3335.798,3862.536,2921.714,3406.986,2560.506,2414.257,3688.529,2117.906,2278.446,3213.695,1442.009,2183.889,1698.958,1440.331,1298.961,1601.976,0.000,0.000
0.000,3412.452,2670.327,3639.080,3674.644,3255.736,3129.948,1339.292,1464.031,3299.950,2760.743,1405.793,1019.793,1795.568,2485.072,1598.508,1953.784,1718.518,1435.792,1939.650,1085.647,1076.349,1336.916,1532.818,1098.942,2385.209,3466.905,3399.609,1761.516,3213.790,3705.028,2803.157,3429.671,2603.711,2482.519,3594.911,2111.920,2193.890,3272.157,0.000,2193.321,1687.935,1466.577,1284.344,1541.497,1306.447,1146.255
0.000,3419.357,2643.763,3603.333,3614.032,3125.639,3036.098,1292.157,1430.947,3197.576,2668.441,1336.219,1010.433,1804.684,2444.590,1583.576,1895.713,1692.553,1418.630,1948.206,1029.185,1061.076,1352.307,1526.391,1061.898,2428.229,3422.052,3394.212,1721.766,3192.712,3752.447,2739.438,3374.470,2569.643,2404.021,3540.072,2140.146,2185.054,3402.813,0.000,2247.056,1778.828,1403.849,1233.207,1472.407,1289.745,1202.564
0.000,3383.307,2590.719,3570.388,3618.929,3037.652,2937.279,1229.431,1413.143,3116.252,2604.179,1277.774,0.000,1865.884,2355.606,1555.743,1847.997,1682.257,1368.503,1897.329,1003.208,1024.027,1363.012,1514.462,1045.307,2409.232,3410.283,3373.882,1684.628,3175.333,3656.869,2628.741,3297.861,2629.994,2402.301,3483.841,2010.650,2104.773,3097.223,0.000,2123.485,1708.401,1263.144,1147.824,1431.687,1267.525,1201.927
0.000,3341.303,2496.992,3554.364,3633.593,2926.356,2835.375,0.000,1420.695,2996.593,2542.651,1192.497,0.000,1927.029,2257.020,1552.513,1797.410,1673.919,1251.003,1878.286,1006.149,0.000,1320.177,1465.163,1044.328,2385.992,3358.576,3376.585,1660.726,3085.108,3607.172,2550.906,3120.621,2619.285,2378.990,3392.698,2079.744,2025.538,3143.032,0.000,1878.917,1466.973,1103.775,1088.941,1428.781,1326.549,1135.920
0.000,3319.424,2413.544,3506.391,3668.234,2831.659,2711.532,0.000,1374.280,2977.073,2399.351,1170.999,0.000,2006.612,2133.906,1517.318,1769.851,1701.763,1283.830,1845.538,0.000,0.000,1272.933,1415.173,1003.271,2437.803,3310.124,3349.552,1653.193,3095.642,3653.897,2449.592,3133.792,2634.262,2336.773,3385.484,1973.311,1974.630,3165.781,0.000,1998.327,1597.252,1146.754,1128.588,1390.275,1391.308,1153.428
0.000,3248.319,2285.396,3487.984,3652.380,2780.019,2594.406,0.000,1442.246,2858.911,2246.015,1115.130,0.000,2078.688,2042.362,1522.442,1691.721,1757.901,1230.999,1792.571,0.000,0.000,1286.013,1387.245,1012.065,2479.016,3280.679,3297.717,1684.982,3132.077,3536.885,2303.374,2920.969,2605.690,2308.117,3366.859,2022.708,1873.911,2870.735,0.000,1944.814,1638.747,1226.951,1135.547,1331.627,1410.417,1230.566
0.000,3232.381,2198.439,3496.775,3610.245,2727.763,2461.525,0.000,1435.598,2735.769,2142.884,1175.250,0.000,2067.147,1913.641,1507.747,1608.409,1831.525,1241.375,1766.023,0.000,0.000,1322.119,1355.718,1028.008,2448.700,3300.755,3258.790,1687.954,3048.892,3469.634,2231.162,2995.451,2590.817,2274.317,3453.502,1964.013,1851.065,3113.279,0.000,1672.110,1436.442,1198.972,1131.012,1306.359,1423.194,1221.825
0.000,3177.708,2119.751,3510.714,3487.440,2679.988,2312.884,0.000,1501.435,2696.363,0.000,1131.138,0.000,2079.643,1802.399,1472.806,1561.897,1873.678,1174.727,1722.143,0.000,0.000,1341.612,1339.377,1039.932,2398.816,3210.195,3191.707,1642.161,3071.234,3510.283,2170.125,0.000,2636.468,2256.592,3338.725,2034.076,1711.016,2859.895,0.000,1763.129,0.000,1047.721,1108.146,1299.934,1476.198,1130.425
